LogFile Data Coherent Correlation Imaging:

---------------------------- Header -----------------------------------
Image Format Holograms: [960,972]
Image Format Reference-filtered : [960,972]
Image Format Flattened Holograms: [70,70]
Image Format Correlation matrix: [28800,28800]
Format: Float64
---------------------------- Data -----------------------------------
Frame_Nr:	 Timestamp:	 Helicitiy:	 State:	 Mode:	 Topography-Nr:	 Translation_y:	 Translation_x:	 FileName:
991	 710.832	 -1	 2	 2-5	 5	 0.003	 -0.012	 00991.bin	
992	 711.218	 -1	 2	 2-5	 5	 0.002	 -0.013	 00992.bin	
993	 711.606	 -1	 2	 2-5	 5	 0.020	 -0.013	 00993.bin	
994	 711.993	 -1	 2	 2-1	 5	 -0.001	 -0.020	 00994.bin	
995	 712.380	 -1	 2	 2-5	 5	 0.006	 -0.019	 00995.bin	
996	 712.767	 -1	 2	 2-5	 5	 0.011	 -0.015	 00996.bin	
997	 713.154	 -1	 2	 2-5	 5	 -0.013	 -0.012	 00997.bin	
998	 713.541	 -1	 2	 2-5	 5	 -0.005	 -0.011	 00998.bin	
999	 713.928	 -1	 2	 2-5	 5	 0.024	 -0.004	 00999.bin	
1000	 714.317	 -1	 2	 2-5	 5	 0.006	 -0.024	 01000.bin	
1001	 736.884	 1	 2	 2-5	 6	 0.013	 -0.001	 01001.bin	
1002	 737.271	 1	 2	 2-5	 6	 0.010	 0.004	 01002.bin	
1003	 737.658	 1	 2	 2-5	 6	 -0.013	 -0.012	 01003.bin	
1004	 738.045	 1	 2	 2-5	 6	 -0.004	 -0.005	 01004.bin	
1005	 738.431	 1	 2	 2-5	 6	 -0.013	 0.008	 01005.bin	
1006	 738.818	 1	 2	 2-5	 6	 -0.029	 -0.004	 01006.bin	
1007	 739.205	 1	 2	 2-5	 6	 -0.012	 -0.005	 01007.bin	
1008	 739.593	 1	 2	 2-5	 6	 -0.004	 -0.010	 01008.bin	
1009	 739.980	 1	 2	 2-5	 6	 -0.015	 -0.005	 01009.bin	
1010	 740.367	 1	 2	 2-5	 6	 -0.024	 0.004	 01010.bin	
1011	 740.754	 1	 2	 2-5	 6	 -0.013	 0.007	 01011.bin	
1012	 741.141	 1	 2	 2-5	 6	 -0.001	 0.010	 01012.bin	
1013	 741.528	 1	 2	 2-5	 6	 0.001	 0.004	 01013.bin	
1014	 741.914	 1	 2	 2-5	 6	 -0.020	 0.004	 01014.bin	
1015	 742.302	 1	 2	 2-5	 6	 -0.000	 0.008	 01015.bin	
1016	 742.687	 1	 2	 2-5	 6	 0.006	 0.004	 01016.bin	
1017	 743.076	 1	 2	 2-5	 6	 0.001	 -0.008	 01017.bin	
1018	 743.463	 1	 2	 2-5	 6	 -0.006	 0.002	 01018.bin	
1019	 743.849	 1	 2	 2-5	 6	 0.007	 0.011	 01019.bin	
1020	 744.237	 1	 2	 2-1	 6	 -0.006	 -0.000	 01020.bin	
1021	 744.623	 1	 2	 2-5	 6	 -0.006	 -0.011	 01021.bin	
1022	 745.010	 1	 2	 2-5	 6	 0.021	 -0.005	 01022.bin	
1023	 745.397	 1	 2	 2-5	 6	 -0.002	 -0.017	 01023.bin	
1024	 745.784	 1	 2	 2-5	 6	 -0.008	 0.001	 01024.bin	
1025	 746.171	 1	 2	 2-5	 6	 -0.011	 0.004	 01025.bin	
1026	 746.559	 1	 2	 2-5	 6	 0.017	 -0.009	 01026.bin	
1027	 746.945	 1	 2	 2-5	 6	 -0.019	 -0.008	 01027.bin	
1028	 747.332	 1	 2	 2-5	 6	 -0.018	 -0.008	 01028.bin	
1029	 747.719	 1	 2	 2-5	 6	 -0.002	 0.006	 01029.bin	
1030	 748.106	 1	 2	 2-5	 6	 -0.018	 -0.009	 01030.bin	
1031	 748.493	 1	 2	 2-5	 6	 0.020	 0.011	 01031.bin	
1032	 748.880	 1	 2	 2-5	 6	 0.008	 0.002	 01032.bin	
1033	 749.266	 1	 3	 3-1	 6	 -0.012	 0.011	 01033.bin	
1034	 749.655	 1	 2	 2-5	 6	 0.007	 0.006	 01034.bin	
1035	 750.041	 1	 2	 2-5	 6	 -0.015	 -0.007	 01035.bin	
1036	 750.428	 1	 2	 2-5	 6	 0.016	 0.005	 01036.bin	
1037	 750.814	 1	 2	 2-5	 6	 -0.020	 0.009	 01037.bin	
1038	 751.202	 1	 2	 2-5	 6	 -0.008	 -0.011	 01038.bin	
1039	 751.589	 1	 2	 2-5	 6	 -0.003	 -0.002	 01039.bin	
1040	 751.975	 1	 2	 2-5	 6	 0.011	 -0.002	 01040.bin	
1041	 752.363	 1	 2	 2-5	 6	 -0.019	 -0.007	 01041.bin	
1042	 752.750	 1	 2	 2-5	 6	 0.001	 0.002	 01042.bin	
1043	 753.137	 1	 2	 2-5	 6	 -0.011	 -0.001	 01043.bin	
1044	 753.524	 1	 2	 2-5	 6	 0.020	 -0.004	 01044.bin	
1045	 753.911	 1	 2	 2-5	 6	 0.001	 0.000	 01045.bin	
1046	 754.298	 1	 2	 2-5	 6	 -0.014	 0.001	 01046.bin	
1047	 754.685	 1	 2	 2-5	 6	 -0.000	 0.008	 01047.bin	
1048	 755.072	 1	 2	 2-5	 6	 0.005	 0.003	 01048.bin	
1049	 755.459	 1	 2	 2-5	 6	 -0.015	 -0.002	 01049.bin	
1050	 755.846	 1	 2	 2-5	 6	 0.003	 -0.009	 01050.bin	
1051	 756.233	 1	 2	 2-5	 6	 -0.010	 0.004	 01051.bin	
1052	 756.620	 1	 2	 2-5	 6	 -0.001	 0.001	 01052.bin	
1053	 757.007	 1	 2	 2-5	 6	 -0.001	 0.008	 01053.bin	
1054	 757.394	 1	 2	 2-5	 6	 -0.022	 0.003	 01054.bin	
1055	 757.781	 1	 2	 2-5	 6	 0.015	 -0.005	 01055.bin	
1056	 758.168	 1	 2	 2-5	 6	 0.009	 0.012	 01056.bin	
1057	 758.555	 1	 2	 2-5	 6	 -0.002	 -0.003	 01057.bin	
1058	 758.942	 1	 2	 2-5	 6	 -0.011	 0.005	 01058.bin	
1059	 759.329	 1	 2	 2-5	 6	 -0.006	 0.002	 01059.bin	
1060	 759.716	 1	 2	 2-5	 6	 0.012	 0.013	 01060.bin	
1061	 760.103	 1	 2	 2-5	 6	 -0.002	 -0.001	 01061.bin	
1062	 760.490	 1	 2	 2-5	 6	 0.023	 0.002	 01062.bin	
1063	 760.877	 1	 2	 2-5	 6	 -0.015	 0.011	 01063.bin	
1064	 761.264	 1	 2	 2-5	 6	 0.015	 0.011	 01064.bin	
1065	 761.651	 1	 4	 4-1	 6	 -0.004	 -0.006	 01065.bin	
1066	 762.038	 1	 2	 2-5	 6	 0.013	 -0.001	 01066.bin	
1067	 762.425	 1	 2	 2-5	 6	 -0.000	 0.016	 01067.bin	
1068	 762.812	 1	 2	 2-5	 6	 0.003	 -0.003	 01068.bin	
1069	 763.199	 1	 2	 2-5	 6	 0.016	 0.004	 01069.bin	
1070	 763.586	 1	 2	 2-5	 6	 -0.006	 -0.000	 01070.bin	
1071	 763.973	 1	 2	 2-5	 6	 0.006	 0.004	 01071.bin	
1072	 764.360	 1	 2	 2-5	 6	 0.012	 0.009	 01072.bin	
1073	 764.747	 1	 2	 2-5	 6	 -0.004	 0.006	 01073.bin	
1074	 765.134	 1	 2	 2-5	 6	 0.006	 0.002	 01074.bin	
1075	 765.521	 1	 2	 2-5	 6	 -0.009	 -0.005	 01075.bin	
1076	 765.908	 1	 2	 2-5	 6	 0.001	 -0.016	 01076.bin	
1077	 766.295	 1	 2	 2-5	 6	 -0.009	 -0.004	 01077.bin	
1078	 766.682	 1	 2	 2-5	 6	 -0.007	 -0.013	 01078.bin	
1079	 767.069	 1	 2	 2-5	 6	 0.002	 0.006	 01079.bin	
1080	 767.456	 1	 2	 2-5	 6	 0.001	 0.001	 01080.bin	
1081	 767.843	 1	 2	 2-5	 6	 0.001	 -0.007	 01081.bin	
1082	 768.230	 1	 2	 2-5	 6	 0.007	 -0.003	 01082.bin	
1083	 768.617	 1	 2	 2-5	 6	 0.003	 -0.000	 01083.bin	
1084	 769.004	 1	 2	 2-5	 6	 0.010	 -0.018	 01084.bin	
1085	 769.391	 1	 2	 2-5	 6	 0.019	 0.007	 01085.bin	
1086	 769.778	 1	 2	 2-5	 6	 -0.012	 -0.009	 01086.bin	
1087	 770.165	 1	 2	 2-5	 6	 0.009	 0.008	 01087.bin	
1088	 770.552	 1	 2	 2-5	 6	 -0.002	 -0.018	 01088.bin	
1089	 770.939	 1	 2	 2-5	 6	 -0.017	 -0.015	 01089.bin	
1090	 771.326	 1	 2	 2-5	 6	 -0.003	 -0.006	 01090.bin	
1091	 771.713	 1	 2	 2-5	 6	 0.000	 -0.003	 01091.bin	
1092	 772.099	 1	 2	 2-5	 6	 0.005	 -0.009	 01092.bin	
1093	 772.487	 1	 2	 2-5	 6	 0.000	 0.001	 01093.bin	
1094	 772.873	 1	 2	 2-5	 6	 0.000	 -0.000	 01094.bin	
1095	 773.261	 1	 2	 2-5	 6	 -0.005	 -0.001	 01095.bin	
1096	 773.648	 1	 2	 2-5	 6	 0.001	 -0.002	 01096.bin	
1097	 774.035	 1	 2	 2-5	 6	 0.005	 0.007	 01097.bin	
1098	 774.421	 1	 2	 2-5	 6	 -0.005	 -0.005	 01098.bin	
1099	 774.809	 1	 2	 2-5	 6	 0.009	 -0.001	 01099.bin	
1100	 775.197	 1	 2	 2-5	 6	 -0.004	 -0.003	 01100.bin	
1101	 797.184	 -1	 2	 2-5	 6	 0.007	 0.002	 01101.bin	
1102	 797.571	 -1	 2	 2-5	 6	 -0.014	 0.004	 01102.bin	
1103	 797.958	 -1	 2	 2-5	 6	 0.012	 0.004	 01103.bin	
1104	 798.345	 -1	 2	 2-5	 6	 -0.004	 0.010	 01104.bin	
1105	 798.732	 -1	 2	 2-5	 6	 0.001	 -0.000	 01105.bin	
1106	 799.119	 -1	 2	 2-5	 6	 -0.006	 0.008	 01106.bin	
1107	 799.506	 -1	 2	 2-5	 6	 0.007	 -0.005	 01107.bin	
1108	 799.893	 -1	 2	 2-5	 6	 0.004	 -0.002	 01108.bin	
1109	 800.280	 -1	 2	 2-5	 6	 0.007	 -0.007	 01109.bin	
1110	 800.667	 -1	 2	 2-5	 6	 0.014	 -0.004	 01110.bin	
1111	 801.054	 -1	 2	 2-5	 6	 -0.011	 -0.000	 01111.bin	
1112	 801.441	 -1	 2	 2-5	 6	 -0.009	 0.005	 01112.bin	
1113	 801.828	 -1	 2	 2-5	 6	 0.004	 -0.002	 01113.bin	
1114	 802.215	 -1	 2	 2-1	 6	 -0.017	 0.019	 01114.bin	
1115	 802.602	 -1	 2	 2-1	 6	 0.006	 -0.005	 01115.bin	
1116	 802.989	 -1	 2	 2-5	 6	 -0.004	 0.012	 01116.bin	
1117	 803.376	 -1	 2	 2-5	 6	 -0.015	 -0.002	 01117.bin	
1118	 803.763	 -1	 2	 2-5	 6	 -0.001	 0.007	 01118.bin	
1119	 804.150	 -1	 2	 2-5	 6	 -0.008	 -0.006	 01119.bin	
1120	 804.537	 -1	 2	 2-5	 6	 -0.002	 0.003	 01120.bin	
1121	 804.924	 -1	 2	 2-5	 6	 0.008	 -0.002	 01121.bin	
1122	 805.311	 -1	 2	 2-5	 6	 -0.003	 0.009	 01122.bin	
1123	 805.697	 -1	 2	 2-5	 6	 0.003	 -0.003	 01123.bin	
1124	 806.085	 -1	 2	 2-5	 6	 0.004	 0.004	 01124.bin	
1125	 806.471	 -1	 2	 2-5	 6	 -0.009	 0.004	 01125.bin	
1126	 806.859	 -1	 2	 2-5	 6	 0.007	 -0.005	 01126.bin	
1127	 807.246	 -1	 2	 2-5	 6	 -0.010	 0.012	 01127.bin	
1128	 807.633	 -1	 2	 2-5	 6	 -0.005	 0.013	 01128.bin	
1129	 808.019	 -1	 2	 2-5	 6	 -0.010	 0.002	 01129.bin	
1130	 808.407	 -1	 2	 2-5	 6	 -0.002	 0.001	 01130.bin	
1131	 808.794	 -1	 2	 2-5	 6	 0.005	 0.007	 01131.bin	
1132	 809.181	 -1	 2	 2-5	 6	 0.014	 0.006	 01132.bin	
1133	 809.568	 -1	 2	 2-5	 6	 0.001	 -0.001	 01133.bin	
1134	 809.954	 -1	 2	 2-5	 6	 -0.011	 0.005	 01134.bin	
1135	 810.342	 -1	 2	 2-5	 6	 -0.005	 0.015	 01135.bin	
1136	 810.729	 -1	 2	 2-5	 6	 0.006	 -0.003	 01136.bin	
1137	 811.115	 -1	 2	 2-1	 6	 0.014	 0.004	 01137.bin	
1138	 811.503	 -1	 2	 2-5	 6	 -0.001	 0.007	 01138.bin	
1139	 811.890	 -1	 2	 2-5	 6	 0.000	 0.001	 01139.bin	
1140	 812.277	 -1	 2	 2-5	 6	 0.012	 -0.018	 01140.bin	
1141	 812.663	 -1	 2	 2-5	 6	 -0.001	 -0.007	 01141.bin	
1142	 813.050	 -1	 5	 5-5	 6	 -0.008	 0.003	 01142.bin	
1143	 813.438	 -1	 6	 6-1	 6	 0.005	 0.001	 01143.bin	
1144	 813.824	 -1	 2	 2-5	 6	 0.017	 0.006	 01144.bin	
1145	 814.211	 -1	 2	 2-5	 6	 0.006	 -0.002	 01145.bin	
1146	 814.599	 -1	 2	 2-5	 6	 -0.005	 -0.001	 01146.bin	
1147	 814.986	 -1	 2	 2-5	 6	 0.002	 0.001	 01147.bin	
1148	 815.373	 -1	 2	 2-5	 6	 0.005	 0.004	 01148.bin	
1149	 815.759	 -1	 2	 2-5	 6	 -0.006	 -0.013	 01149.bin	
1150	 816.146	 -1	 2	 2-5	 6	 0.006	 0.008	 01150.bin	
1151	 816.534	 -1	 2	 2-5	 6	 0.010	 -0.008	 01151.bin	
1152	 816.921	 -1	 2	 2-5	 6	 -0.015	 -0.003	 01152.bin	
1153	 817.307	 -1	 2	 2-5	 6	 0.016	 -0.023	 01153.bin	
1154	 817.695	 -1	 2	 2-5	 6	 0.025	 -0.001	 01154.bin	
1155	 818.081	 -1	 2	 2-5	 6	 0.019	 -0.007	 01155.bin	
1156	 818.469	 -1	 4	 4-1	 6	 -0.003	 -0.006	 01156.bin	
1157	 818.856	 -1	 2	 2-5	 6	 0.003	 0.004	 01157.bin	
1158	 819.242	 -1	 2	 2-1	 6	 0.028	 -0.001	 01158.bin	
1159	 819.630	 -1	 2	 2-5	 6	 0.013	 0.003	 01159.bin	
1160	 820.016	 -1	 2	 2-5	 6	 -0.017	 0.005	 01160.bin	
1161	 820.403	 -1	 7	 7-1	 6	 -0.006	 0.011	 01161.bin	
1162	 820.790	 -1	 4	 4-1	 6	 -0.002	 0.005	 01162.bin	
1163	 821.177	 -1	 2	 2-5	 6	 -0.004	 0.008	 01163.bin	
1164	 821.564	 -1	 2	 2-5	 6	 -0.006	 -0.003	 01164.bin	
1165	 821.951	 -1	 2	 2-5	 6	 0.014	 -0.002	 01165.bin	
1166	 822.338	 -1	 2	 2-5	 6	 0.008	 -0.001	 01166.bin	
1167	 822.725	 -1	 2	 2-5	 6	 -0.005	 0.017	 01167.bin	
1168	 823.112	 -1	 2	 2-5	 6	 -0.009	 -0.003	 01168.bin	
1169	 823.499	 -1	 2	 2-5	 6	 -0.009	 0.003	 01169.bin	
1170	 823.886	 -1	 2	 2-5	 6	 0.006	 -0.002	 01170.bin	
1171	 824.273	 -1	 2	 2-5	 6	 -0.000	 -0.002	 01171.bin	
1172	 824.660	 -1	 2	 2-5	 6	 0.003	 -0.001	 01172.bin	
1173	 825.046	 -1	 2	 2-5	 6	 -0.005	 0.003	 01173.bin	
1174	 825.434	 -1	 2	 2-5	 6	 -0.006	 0.006	 01174.bin	
1175	 825.821	 -1	 2	 2-5	 6	 -0.009	 -0.011	 01175.bin	
1176	 826.208	 -1	 2	 2-5	 6	 0.017	 0.010	 01176.bin	
1177	 826.595	 -1	 2	 2-5	 6	 0.011	 0.003	 01177.bin	
1178	 826.982	 -1	 2	 2-5	 6	 0.014	 -0.005	 01178.bin	
1179	 827.369	 -1	 2	 2-5	 6	 -0.008	 0.010	 01179.bin	
1180	 827.756	 -1	 2	 2-5	 6	 -0.003	 -0.003	 01180.bin	
1181	 828.143	 -1	 2	 2-5	 6	 -0.014	 0.000	 01181.bin	
1182	 828.530	 -1	 2	 2-5	 6	 -0.010	 0.009	 01182.bin	
1183	 828.917	 -1	 2	 2-5	 6	 -0.003	 -0.004	 01183.bin	
1184	 829.304	 -1	 2	 2-5	 6	 0.008	 -0.007	 01184.bin	
1185	 829.691	 -1	 2	 2-5	 6	 -0.003	 -0.010	 01185.bin	
1186	 830.078	 -1	 2	 2-5	 6	 0.000	 -0.006	 01186.bin	
1187	 830.465	 -1	 2	 2-5	 6	 0.009	 -0.008	 01187.bin	
1188	 830.852	 -1	 2	 2-5	 6	 0.012	 -0.007	 01188.bin	
1189	 831.239	 -1	 2	 2-5	 6	 0.006	 -0.002	 01189.bin	
1190	 831.626	 -1	 2	 2-5	 6	 0.007	 -0.009	 01190.bin	
1191	 832.013	 -1	 2	 2-5	 6	 0.004	 -0.011	 01191.bin	
1192	 832.400	 -1	 2	 2-5	 6	 0.004	 -0.013	 01192.bin	
1193	 832.787	 -1	 2	 2-5	 6	 -0.003	 0.002	 01193.bin	
1194	 833.174	 -1	 2	 2-5	 6	 0.016	 -0.011	 01194.bin	
1195	 833.561	 -1	 2	 2-5	 6	 0.010	 -0.006	 01195.bin	
1196	 833.948	 -1	 2	 2-5	 6	 0.004	 0.009	 01196.bin	
1197	 834.335	 -1	 2	 2-5	 6	 -0.009	 -0.001	 01197.bin	
1198	 834.722	 -1	 2	 2-5	 6	 0.006	 0.006	 01198.bin	
1199	 835.109	 -1	 2	 2-5	 6	 0.008	 0.007	 01199.bin	
1200	 835.497	 -1	 2	 2-5	 6	 0.006	 -0.007	 01200.bin	
1201	 858.156	 1	 7	 7-2	 7	 0.010	 0.009	 01201.bin	
1202	 858.543	 1	 2	 2-5	 7	 0.007	 -0.010	 01202.bin	
1203	 858.929	 1	 2	 2-5	 7	 0.001	 0.005	 01203.bin	
1204	 859.317	 1	 2	 2-5	 7	 -0.022	 0.006	 01204.bin	
1205	 859.704	 1	 2	 2-5	 7	 -0.007	 0.007	 01205.bin	
1206	 860.091	 1	 2	 2-5	 7	 -0.007	 -0.001	 01206.bin	
1207	 860.477	 1	 2	 2-5	 7	 -0.006	 -0.002	 01207.bin	
1208	 860.865	 1	 4	 4-1	 7	 -0.017	 0.007	 01208.bin	
1209	 861.252	 1	 4	 4-1	 7	 -0.001	 0.010	 01209.bin	
1210	 861.639	 1	 2	 2-5	 7	 -0.008	 0.005	 01210.bin	
1211	 862.026	 1	 2	 2-5	 7	 0.003	 0.006	 01211.bin	
1212	 862.413	 1	 2	 2-5	 7	 -0.009	 0.004	 01212.bin	
1213	 862.799	 1	 2	 2-5	 7	 0.003	 -0.005	 01213.bin	
1214	 863.186	 1	 2	 2-5	 7	 -0.026	 -0.005	 01214.bin	
1215	 863.574	 1	 4	 4-1	 7	 -0.007	 0.013	 01215.bin	
1216	 863.961	 1	 2	 2-5	 7	 -0.003	 0.011	 01216.bin	
1217	 864.347	 1	 4	 4-1	 7	 -0.021	 -0.006	 01217.bin	
1218	 864.734	 1	 2	 2-5	 7	 -0.013	 -0.008	 01218.bin	
1219	 865.121	 1	 2	 2-5	 7	 -0.007	 0.009	 01219.bin	
1220	 865.508	 1	 2	 2-5	 7	 -0.008	 -0.004	 01220.bin	
1221	 865.895	 1	 2	 2-5	 7	 -0.007	 0.001	 01221.bin	
1222	 866.282	 1	 2	 2-5	 7	 0.009	 0.005	 01222.bin	
1223	 866.670	 1	 2	 2-5	 7	 -0.008	 -0.013	 01223.bin	
1224	 867.056	 1	 2	 2-5	 7	 -0.001	 -0.000	 01224.bin	
1225	 867.443	 1	 2	 2-5	 7	 0.005	 0.006	 01225.bin	
1226	 867.830	 1	 2	 2-5	 7	 0.004	 0.006	 01226.bin	
1227	 868.217	 1	 2	 2-5	 7	 -0.005	 0.003	 01227.bin	
1228	 868.604	 1	 2	 2-5	 7	 -0.013	 -0.004	 01228.bin	
1229	 868.991	 1	 2	 2-5	 7	 0.018	 -0.001	 01229.bin	
1230	 869.378	 1	 2	 2-8	 7	 -0.013	 0.015	 01230.bin	
1231	 869.765	 1	 2	 2-5	 7	 0.007	 0.001	 01231.bin	
1232	 870.152	 1	 2	 2-5	 7	 -0.005	 0.006	 01232.bin	
1233	 870.539	 1	 2	 2-5	 7	 0.010	 -0.007	 01233.bin	
1234	 870.927	 1	 2	 2-5	 7	 0.014	 0.009	 01234.bin	
1235	 871.313	 1	 2	 2-5	 7	 -0.020	 0.010	 01235.bin	
1236	 871.700	 1	 2	 2-5	 7	 0.000	 0.008	 01236.bin	
1237	 872.087	 1	 2	 2-5	 7	 -0.017	 0.009	 01237.bin	
1238	 872.474	 1	 2	 2-5	 7	 -0.001	 0.007	 01238.bin	
1239	 872.861	 1	 2	 2-5	 7	 -0.003	 -0.005	 01239.bin	
1240	 873.248	 1	 2	 2-5	 7	 -0.002	 -0.022	 01240.bin	
1241	 873.635	 1	 2	 2-5	 7	 0.005	 -0.012	 01241.bin	
1242	 874.022	 1	 2	 2-5	 7	 -0.006	 -0.020	 01242.bin	
1243	 874.409	 1	 2	 2-5	 7	 -0.018	 -0.002	 01243.bin	
1244	 874.796	 1	 2	 2-5	 7	 0.003	 -0.007	 01244.bin	
1245	 875.183	 1	 2	 2-5	 7	 0.004	 -0.009	 01245.bin	
1246	 875.570	 1	 2	 2-5	 7	 -0.006	 -0.002	 01246.bin	
1247	 875.956	 1	 2	 2-5	 7	 0.008	 -0.002	 01247.bin	
1248	 876.344	 1	 2	 2-5	 7	 0.012	 0.005	 01248.bin	
1249	 876.731	 1	 2	 2-5	 7	 -0.000	 -0.001	 01249.bin	
1250	 877.118	 1	 2	 2-5	 7	 0.020	 0.005	 01250.bin	
1251	 877.505	 1	 2	 2-5	 7	 0.013	 -0.004	 01251.bin	
1252	 877.892	 1	 2	 2-5	 7	 0.006	 0.002	 01252.bin	
1253	 878.279	 1	 2	 2-5	 7	 -0.015	 0.005	 01253.bin	
1254	 878.666	 1	 2	 2-5	 7	 0.013	 -0.001	 01254.bin	
1255	 879.053	 1	 2	 2-5	 7	 0.000	 0.007	 01255.bin	
1256	 879.440	 1	 2	 2-5	 7	 -0.002	 -0.003	 01256.bin	
1257	 879.826	 1	 2	 2-5	 7	 -0.023	 0.003	 01257.bin	
1258	 880.214	 1	 2	 2-5	 7	 -0.005	 0.000	 01258.bin	
1259	 880.601	 1	 2	 2-5	 7	 -0.005	 0.009	 01259.bin	
1260	 880.988	 1	 2	 2-5	 7	 -0.006	 0.022	 01260.bin	
1261	 881.375	 1	 2	 2-5	 7	 -0.012	 0.002	 01261.bin	
1262	 881.762	 1	 2	 2-5	 7	 -0.007	 0.007	 01262.bin	
1263	 882.149	 1	 2	 2-5	 7	 -0.010	 -0.002	 01263.bin	
1264	 882.536	 1	 2	 2-5	 7	 -0.008	 0.008	 01264.bin	
1265	 882.923	 1	 2	 2-5	 7	 -0.003	 0.002	 01265.bin	
1266	 883.310	 1	 2	 2-5	 7	 0.010	 0.003	 01266.bin	
1267	 883.697	 1	 2	 2-5	 7	 -0.005	 0.004	 01267.bin	
1268	 884.084	 1	 2	 2-5	 7	 -0.024	 -0.007	 01268.bin	
1269	 884.471	 1	 2	 2-5	 7	 0.007	 0.003	 01269.bin	
1270	 884.858	 1	 2	 2-5	 7	 -0.007	 -0.004	 01270.bin	
1271	 885.245	 1	 2	 2-5	 7	 -0.019	 0.001	 01271.bin	
1272	 885.631	 1	 2	 2-5	 7	 -0.004	 -0.005	 01272.bin	
1273	 886.018	 1	 2	 2-5	 7	 -0.022	 -0.002	 01273.bin	
1274	 886.406	 1	 2	 2-5	 7	 -0.006	 0.006	 01274.bin	
1275	 886.793	 1	 2	 2-5	 7	 0.024	 -0.009	 01275.bin	
1276	 887.180	 1	 2	 2-5	 7	 -0.006	 -0.005	 01276.bin	
1277	 887.567	 1	 2	 2-5	 7	 0.004	 -0.009	 01277.bin	
1278	 887.954	 1	 2	 2-5	 7	 -0.016	 0.009	 01278.bin	
1279	 888.341	 1	 2	 2-5	 7	 -0.003	 0.001	 01279.bin	
1280	 888.728	 1	 2	 2-5	 7	 -0.018	 -0.009	 01280.bin	
1281	 889.114	 1	 2	 2-5	 7	 -0.006	 0.007	 01281.bin	
1282	 889.502	 1	 2	 2-5	 7	 0.011	 -0.012	 01282.bin	
1283	 889.887	 1	 2	 2-5	 7	 0.007	 -0.005	 01283.bin	
1284	 890.276	 1	 2	 2-5	 7	 0.027	 -0.000	 01284.bin	
1285	 890.662	 1	 2	 2-5	 7	 -0.003	 -0.006	 01285.bin	
1286	 891.049	 1	 2	 2-5	 7	 -0.021	 -0.015	 01286.bin	
1287	 891.436	 1	 2	 2-5	 7	 0.002	 0.007	 01287.bin	
1288	 891.824	 1	 2	 2-5	 7	 0.002	 -0.004	 01288.bin	
1289	 892.210	 1	 2	 2-5	 7	 -0.012	 0.000	 01289.bin	
1290	 892.597	 1	 2	 2-5	 7	 -0.021	 -0.002	 01290.bin	
1291	 892.983	 1	 2	 2-5	 7	 -0.016	 -0.002	 01291.bin	
1292	 893.370	 1	 2	 2-5	 7	 0.014	 -0.000	 01292.bin	
1293	 893.758	 1	 2	 2-5	 7	 0.005	 -0.000	 01293.bin	
1294	 894.145	 1	 2	 2-5	 7	 -0.011	 -0.001	 01294.bin	
1295	 894.532	 1	 2	 2-5	 7	 -0.009	 -0.008	 01295.bin	
1296	 894.919	 1	 2	 2-9	 7	 0.011	 0.005	 01296.bin	
1297	 895.306	 1	 2	 2-5	 7	 -0.007	 0.005	 01297.bin	
1298	 895.693	 1	 2	 2-5	 7	 0.009	 0.003	 01298.bin	
1299	 896.080	 1	 2	 2-5	 7	 -0.010	 -0.008	 01299.bin	
1300	 896.469	 1	 2	 2-9	 7	 -0.003	 -0.015	 01300.bin	
1301	 919.728	 -1	 2	 2-5	 7	 -0.007	 -0.010	 01301.bin	
1302	 920.115	 -1	 2	 2-5	 7	 0.005	 0.004	 01302.bin	
1303	 920.502	 -1	 2	 2-5	 7	 -0.015	 -0.001	 01303.bin	
1304	 920.889	 -1	 2	 2-5	 7	 0.001	 0.003	 01304.bin	
1305	 921.276	 -1	 2	 2-5	 7	 0.001	 -0.001	 01305.bin	
1306	 921.663	 -1	 2	 2-5	 7	 0.003	 -0.006	 01306.bin	
1307	 922.049	 -1	 2	 2-5	 7	 0.006	 0.004	 01307.bin	
1308	 922.437	 -1	 2	 2-5	 7	 0.003	 0.002	 01308.bin	
1309	 922.824	 -1	 2	 2-5	 7	 0.012	 -0.003	 01309.bin	
1310	 923.211	 -1	 2	 2-5	 7	 0.004	 0.006	 01310.bin	
1311	 923.598	 -1	 2	 2-5	 7	 0.017	 -0.006	 01311.bin	
1312	 923.985	 -1	 2	 2-5	 7	 0.004	 0.001	 01312.bin	
1313	 924.372	 -1	 2	 2-5	 7	 0.011	 -0.016	 01313.bin	
1314	 924.759	 -1	 2	 2-5	 7	 -0.018	 -0.003	 01314.bin	
1315	 925.146	 -1	 2	 2-5	 7	 -0.011	 0.004	 01315.bin	
1316	 925.533	 -1	 2	 2-5	 7	 0.011	 0.003	 01316.bin	
1317	 925.920	 -1	 2	 2-5	 7	 0.010	 0.007	 01317.bin	
1318	 926.307	 -1	 2	 2-5	 7	 0.004	 0.016	 01318.bin	
1319	 926.694	 -1	 2	 2-5	 7	 0.014	 0.007	 01319.bin	
1320	 927.081	 -1	 2	 2-5	 7	 -0.002	 -0.010	 01320.bin	
1321	 927.468	 -1	 2	 2-3	 7	 -0.002	 0.004	 01321.bin	
1322	 927.855	 -1	 2	 2-5	 7	 0.014	 -0.000	 01322.bin	
1323	 928.241	 -1	 2	 2-5	 7	 -0.007	 0.004	 01323.bin	
