LogFile Data Coherent Correlation Imaging:

---------------------------- Header -----------------------------------
Image Format Holograms: [960,972]
Image Format Reference-filtered : [960,972]
Image Format Flattened Holograms: [70,70]
Image Format Correlation matrix: [28800,28800]
Format: Float64
---------------------------- Data -----------------------------------
Frame_Nr:	 Timestamp:	 Helicitiy:	 State:	 Mode:	 Topography-Nr:	 Translation_y:	 Translation_x:	 FileName:
312	 314.219	 -1	 1	 1-1	 2	 -0.009	 0.015	 00312.bin	
313	 314.606	 -1	 1	 1-1	 2	 0.025	 0.002	 00313.bin	
314	 314.993	 -1	 1	 1-1	 2	 -0.002	 0.015	 00314.bin	
315	 315.381	 -1	 1	 1-1	 2	 -0.003	 -0.008	 00315.bin	
316	 315.767	 -1	 1	 1-1	 2	 0.007	 -0.013	 00316.bin	
317	 316.154	 -1	 1	 1-1	 2	 0.003	 -0.002	 00317.bin	
318	 316.541	 -1	 1	 1-1	 2	 -0.011	 -0.010	 00318.bin	
319	 316.928	 -1	 1	 1-1	 2	 0.000	 0.004	 00319.bin	
320	 317.316	 -1	 1	 1-1	 2	 0.009	 0.002	 00320.bin	
321	 317.702	 -1	 1	 1-1	 2	 0.004	 0.003	 00321.bin	
322	 318.089	 -1	 1	 1-1	 2	 -0.005	 -0.003	 00322.bin	
323	 318.476	 -1	 1	 1-1	 2	 -0.007	 0.004	 00323.bin	
324	 318.863	 -1	 1	 1-1	 2	 -0.006	 -0.000	 00324.bin	
325	 319.250	 -1	 1	 1-1	 2	 -0.017	 -0.004	 00325.bin	
326	 319.637	 -1	 1	 1-1	 2	 0.014	 0.000	 00326.bin	
327	 320.024	 -1	 1	 1-1	 2	 0.000	 0.019	 00327.bin	
328	 320.411	 -1	 1	 1-1	 2	 0.021	 0.010	 00328.bin	
329	 320.798	 -1	 1	 1-1	 2	 0.007	 0.015	 00329.bin	
330	 321.185	 -1	 1	 1-1	 2	 -0.001	 0.007	 00330.bin	
331	 321.572	 -1	 1	 1-1	 2	 -0.014	 0.024	 00331.bin	
332	 321.959	 -1	 1	 1-1	 2	 -0.007	 0.012	 00332.bin	
333	 322.346	 -1	 1	 1-1	 2	 -0.015	 0.005	 00333.bin	
334	 322.733	 -1	 1	 1-1	 2	 0.012	 0.006	 00334.bin	
335	 323.120	 -1	 1	 1-1	 2	 -0.010	 0.005	 00335.bin	
336	 323.507	 -1	 1	 1-1	 2	 0.026	 0.008	 00336.bin	
337	 323.894	 -1	 1	 1-1	 2	 0.007	 -0.007	 00337.bin	
338	 324.281	 -1	 1	 1-1	 2	 -0.001	 0.011	 00338.bin	
339	 324.668	 -1	 1	 1-1	 2	 -0.008	 -0.003	 00339.bin	
340	 325.054	 -1	 1	 1-1	 2	 0.008	 0.001	 00340.bin	
341	 325.442	 -1	 1	 1-1	 2	 -0.000	 0.007	 00341.bin	
342	 325.829	 -1	 1	 1-1	 2	 -0.004	 0.013	 00342.bin	
343	 326.216	 -1	 1	 1-1	 2	 0.017	 -0.002	 00343.bin	
344	 326.603	 -1	 1	 1-1	 2	 0.017	 0.015	 00344.bin	
345	 326.990	 -1	 1	 1-1	 2	 -0.001	 0.009	 00345.bin	
346	 327.377	 -1	 1	 1-1	 2	 0.014	 0.013	 00346.bin	
347	 327.764	 -1	 1	 1-1	 2	 -0.003	 0.004	 00347.bin	
348	 328.151	 -1	 1	 1-1	 2	 -0.003	 0.007	 00348.bin	
349	 328.537	 -1	 1	 1-1	 2	 -0.000	 0.006	 00349.bin	
350	 328.925	 -1	 1	 1-1	 2	 0.017	 0.010	 00350.bin	
351	 329.312	 -1	 1	 1-1	 2	 -0.003	 0.016	 00351.bin	
352	 329.699	 -1	 1	 1-1	 2	 0.002	 -0.001	 00352.bin	
353	 330.086	 -1	 1	 1-1	 2	 0.004	 0.010	 00353.bin	
354	 330.473	 -1	 1	 1-1	 2	 -0.005	 0.008	 00354.bin	
355	 330.859	 -1	 1	 1-1	 2	 0.028	 0.014	 00355.bin	
356	 331.247	 -1	 1	 1-1	 2	 0.001	 0.006	 00356.bin	
357	 331.634	 -1	 1	 1-1	 2	 -0.013	 0.015	 00357.bin	
358	 332.021	 -1	 1	 1-1	 2	 0.009	 0.009	 00358.bin	
359	 332.408	 -1	 1	 1-1	 2	 -0.001	 0.001	 00359.bin	
360	 332.795	 -1	 1	 1-1	 2	 0.008	 0.008	 00360.bin	
361	 333.182	 -1	 1	 1-1	 2	 0.010	 0.018	 00361.bin	
362	 333.569	 -1	 1	 1-1	 2	 -0.016	 0.012	 00362.bin	
363	 333.956	 -1	 1	 1-1	 2	 -0.018	 0.007	 00363.bin	
364	 334.343	 -1	 1	 1-1	 2	 0.002	 0.003	 00364.bin	
365	 334.730	 -1	 1	 1-1	 2	 0.013	 0.006	 00365.bin	
366	 335.116	 -1	 1	 1-1	 2	 0.002	 0.014	 00366.bin	
367	 335.503	 -1	 1	 1-1	 2	 0.008	 0.002	 00367.bin	
368	 335.891	 -1	 1	 1-1	 2	 -0.001	 0.005	 00368.bin	
369	 336.277	 -1	 1	 1-1	 2	 0.014	 0.008	 00369.bin	
370	 336.665	 -1	 1	 1-1	 2	 0.001	 0.009	 00370.bin	
371	 337.051	 -1	 1	 1-1	 2	 0.009	 -0.004	 00371.bin	
372	 337.439	 -1	 1	 1-1	 2	 0.009	 0.007	 00372.bin	
373	 337.825	 -1	 1	 1-1	 2	 -0.009	 -0.003	 00373.bin	
374	 338.212	 -1	 1	 1-1	 2	 0.018	 0.017	 00374.bin	
375	 338.599	 -1	 1	 1-1	 2	 0.003	 0.014	 00375.bin	
376	 338.986	 -1	 1	 1-1	 2	 0.026	 0.008	 00376.bin	
377	 339.373	 -1	 1	 1-1	 2	 0.021	 0.002	 00377.bin	
378	 339.760	 -1	 1	 1-1	 2	 0.003	 0.009	 00378.bin	
379	 340.146	 -1	 1	 1-1	 2	 0.008	 0.014	 00379.bin	
380	 340.533	 -1	 1	 1-1	 2	 0.011	 0.015	 00380.bin	
381	 340.921	 -1	 1	 1-1	 2	 0.015	 0.012	 00381.bin	
382	 341.308	 -1	 1	 1-1	 2	 -0.007	 0.021	 00382.bin	
383	 341.695	 -1	 1	 1-1	 2	 0.000	 0.016	 00383.bin	
384	 342.081	 -1	 1	 1-1	 2	 0.017	 0.006	 00384.bin	
385	 342.469	 -1	 1	 1-1	 2	 0.014	 0.000	 00385.bin	
386	 342.856	 -1	 1	 1-1	 2	 0.005	 0.007	 00386.bin	
387	 343.243	 -1	 1	 1-1	 2	 0.021	 0.003	 00387.bin	
388	 343.630	 -1	 1	 1-1	 2	 -0.001	 -0.001	 00388.bin	
389	 344.017	 -1	 1	 1-1	 2	 0.019	 0.002	 00389.bin	
390	 344.403	 -1	 1	 1-1	 2	 0.006	 0.002	 00390.bin	
391	 344.791	 -1	 1	 1-1	 2	 0.005	 0.013	 00391.bin	
392	 345.178	 -1	 1	 1-1	 2	 0.011	 0.002	 00392.bin	
393	 345.564	 -1	 1	 1-1	 2	 -0.006	 0.006	 00393.bin	
394	 345.952	 -1	 1	 1-1	 2	 0.025	 0.012	 00394.bin	
395	 346.339	 -1	 1	 1-1	 2	 -0.001	 0.020	 00395.bin	
396	 346.725	 -1	 1	 1-1	 2	 0.003	 0.009	 00396.bin	
397	 347.112	 -1	 1	 1-1	 2	 0.010	 0.002	 00397.bin	
398	 347.500	 -1	 1	 1-1	 2	 -0.002	 0.007	 00398.bin	
399	 347.887	 -1	 1	 1-1	 2	 0.016	 0.010	 00399.bin	
400	 348.275	 -1	 1	 1-1	 2	 0.003	 0.005	 00400.bin	
401	 371.592	 1	 1	 1-1	 3	 0.007	 -0.001	 00401.bin	
402	 371.979	 1	 1	 1-1	 3	 -0.022	 -0.019	 00402.bin	
403	 372.366	 1	 1	 1-1	 3	 -0.002	 -0.003	 00403.bin	
404	 372.753	 1	 1	 1-1	 3	 -0.004	 -0.001	 00404.bin	
405	 373.140	 1	 1	 1-1	 3	 0.011	 -0.001	 00405.bin	
406	 373.526	 1	 1	 1-1	 3	 -0.004	 -0.003	 00406.bin	
407	 373.914	 1	 1	 1-1	 3	 0.016	 0.002	 00407.bin	
408	 374.301	 1	 1	 1-1	 3	 -0.019	 -0.002	 00408.bin	
409	 374.688	 1	 1	 1-1	 3	 -0.023	 -0.006	 00409.bin	
410	 375.075	 1	 1	 1-1	 3	 -0.004	 -0.014	 00410.bin	
411	 375.462	 1	 1	 1-1	 3	 -0.000	 -0.005	 00411.bin	
412	 375.849	 1	 1	 1-1	 3	 -0.012	 -0.011	 00412.bin	
413	 376.236	 1	 1	 1-1	 3	 -0.013	 -0.003	 00413.bin	
414	 376.623	 1	 1	 1-1	 3	 -0.016	 -0.002	 00414.bin	
415	 377.010	 1	 1	 1-1	 3	 -0.025	 0.007	 00415.bin	
416	 377.396	 1	 1	 1-1	 3	 -0.015	 -0.002	 00416.bin	
417	 377.784	 1	 1	 1-1	 3	 -0.015	 -0.004	 00417.bin	
418	 378.171	 1	 1	 1-1	 3	 -0.028	 0.000	 00418.bin	
419	 378.558	 1	 1	 1-1	 3	 0.015	 0.003	 00419.bin	
420	 378.945	 1	 1	 1-1	 3	 -0.025	 -0.010	 00420.bin	
421	 379.332	 1	 1	 1-1	 3	 0.001	 -0.001	 00421.bin	
422	 379.719	 1	 1	 1-1	 3	 -0.016	 -0.006	 00422.bin	
423	 380.106	 1	 1	 1-1	 3	 -0.004	 0.002	 00423.bin	
424	 380.493	 1	 1	 1-1	 3	 -0.003	 -0.003	 00424.bin	
425	 380.880	 1	 1	 1-1	 3	 -0.001	 -0.004	 00425.bin	
426	 381.267	 1	 1	 1-1	 3	 -0.018	 -0.018	 00426.bin	
427	 381.653	 1	 1	 1-1	 3	 0.016	 0.001	 00427.bin	
428	 382.041	 1	 1	 1-1	 3	 0.001	 -0.004	 00428.bin	
429	 382.428	 1	 1	 1-1	 3	 -0.013	 -0.004	 00429.bin	
430	 382.815	 1	 1	 1-1	 3	 -0.011	 0.004	 00430.bin	
431	 383.201	 1	 1	 1-1	 3	 -0.018	 0.008	 00431.bin	
432	 383.589	 1	 1	 1-1	 3	 -0.002	 -0.002	 00432.bin	
433	 383.975	 1	 1	 1-1	 3	 -0.004	 -0.002	 00433.bin	
434	 384.362	 1	 1	 1-1	 3	 0.001	 -0.007	 00434.bin	
435	 384.750	 1	 1	 1-1	 3	 0.023	 -0.010	 00435.bin	
436	 385.137	 1	 1	 1-1	 3	 -0.030	 -0.009	 00436.bin	
437	 385.524	 1	 1	 1-1	 3	 -0.003	 -0.012	 00437.bin	
438	 385.911	 1	 1	 1-1	 3	 -0.003	 -0.001	 00438.bin	
439	 386.298	 1	 1	 1-1	 3	 -0.011	 0.006	 00439.bin	
440	 386.685	 1	 1	 1-1	 3	 -0.007	 0.006	 00440.bin	
441	 387.071	 1	 1	 1-1	 3	 -0.013	 -0.002	 00441.bin	
442	 387.459	 1	 1	 1-1	 3	 0.002	 -0.032	 00442.bin	
443	 387.846	 1	 1	 1-1	 3	 0.014	 -0.004	 00443.bin	
444	 388.232	 1	 1	 1-1	 3	 -0.016	 -0.005	 00444.bin	
445	 388.619	 1	 1	 1-1	 3	 -0.013	 -0.009	 00445.bin	
446	 389.006	 1	 1	 1-1	 3	 -0.009	 -0.011	 00446.bin	
447	 389.393	 1	 1	 1-1	 3	 -0.018	 0.002	 00447.bin	
448	 389.780	 1	 1	 1-1	 3	 -0.002	 0.005	 00448.bin	
449	 390.167	 1	 1	 1-1	 3	 -0.019	 -0.005	 00449.bin	
450	 390.554	 1	 1	 1-1	 3	 -0.004	 0.003	 00450.bin	
451	 390.941	 1	 1	 1-1	 3	 -0.016	 -0.006	 00451.bin	
452	 391.329	 1	 1	 1-1	 3	 -0.016	 -0.003	 00452.bin	
453	 391.715	 1	 1	 1-1	 3	 -0.005	 -0.003	 00453.bin	
454	 392.103	 1	 1	 1-1	 3	 -0.005	 -0.015	 00454.bin	
455	 392.490	 1	 1	 1-1	 3	 -0.008	 -0.014	 00455.bin	
456	 392.876	 1	 1	 1-1	 3	 -0.017	 0.005	 00456.bin	
457	 393.263	 1	 1	 1-1	 3	 0.008	 -0.003	 00457.bin	
458	 393.650	 1	 1	 1-1	 3	 -0.009	 0.010	 00458.bin	
459	 394.037	 1	 1	 1-1	 3	 -0.025	 -0.001	 00459.bin	
460	 394.424	 1	 1	 1-1	 3	 -0.003	 0.004	 00460.bin	
461	 394.811	 1	 1	 1-1	 3	 -0.009	 -0.021	 00461.bin	
462	 395.198	 1	 1	 1-1	 3	 -0.011	 0.004	 00462.bin	
463	 395.585	 1	 1	 1-1	 3	 -0.028	 0.003	 00463.bin	
464	 395.971	 1	 1	 1-1	 3	 -0.004	 0.009	 00464.bin	
465	 396.359	 1	 1	 1-1	 3	 0.001	 -0.000	 00465.bin	
466	 396.746	 1	 1	 1-1	 3	 0.008	 0.002	 00466.bin	
467	 397.133	 1	 1	 1-1	 3	 -0.004	 0.007	 00467.bin	
468	 397.520	 1	 1	 1-1	 3	 0.003	 -0.006	 00468.bin	
469	 397.907	 1	 1	 1-1	 3	 0.006	 -0.006	 00469.bin	
470	 398.294	 1	 1	 1-1	 3	 -0.005	 -0.009	 00470.bin	
471	 398.681	 1	 1	 1-1	 3	 -0.012	 0.003	 00471.bin	
472	 399.068	 1	 1	 1-1	 3	 0.012	 0.006	 00472.bin	
473	 399.455	 1	 1	 1-1	 3	 -0.003	 -0.004	 00473.bin	
474	 399.842	 1	 1	 1-1	 3	 -0.004	 0.011	 00474.bin	
475	 400.229	 1	 1	 1-1	 3	 -0.024	 -0.003	 00475.bin	
476	 400.616	 1	 1	 1-1	 3	 -0.009	 0.002	 00476.bin	
477	 401.003	 1	 1	 1-1	 3	 0.002	 -0.002	 00477.bin	
478	 401.390	 1	 1	 1-1	 3	 -0.013	 -0.008	 00478.bin	
479	 401.777	 1	 1	 1-1	 3	 0.013	 -0.007	 00479.bin	
480	 402.164	 1	 1	 1-1	 3	 -0.020	 -0.015	 00480.bin	
481	 402.551	 1	 1	 1-1	 3	 0.008	 -0.013	 00481.bin	
482	 402.938	 1	 1	 1-1	 3	 0.006	 -0.008	 00482.bin	
483	 403.325	 1	 1	 1-1	 3	 -0.004	 -0.017	 00483.bin	
484	 403.712	 1	 1	 1-1	 3	 -0.004	 -0.005	 00484.bin	
485	 404.099	 1	 1	 1-1	 3	 -0.014	 -0.012	 00485.bin	
486	 404.486	 1	 1	 1-1	 3	 -0.011	 -0.001	 00486.bin	
487	 404.873	 1	 1	 1-1	 3	 -0.036	 -0.008	 00487.bin	
488	 405.260	 1	 1	 1-1	 3	 0.005	 -0.004	 00488.bin	
489	 405.647	 1	 1	 1-1	 3	 -0.009	 -0.009	 00489.bin	
490	 406.034	 1	 1	 1-1	 3	 -0.002	 0.000	 00490.bin	
491	 406.421	 1	 1	 1-1	 3	 -0.008	 0.003	 00491.bin	
492	 406.808	 1	 1	 1-1	 3	 -0.022	 -0.003	 00492.bin	
493	 407.195	 1	 1	 1-1	 3	 -0.005	 0.002	 00493.bin	
494	 407.581	 1	 1	 1-1	 3	 -0.004	 0.012	 00494.bin	
495	 407.968	 1	 1	 1-1	 3	 -0.012	 -0.017	 00495.bin	
496	 408.356	 1	 1	 1-1	 3	 -0.005	 -0.001	 00496.bin	
497	 408.742	 1	 1	 1-1	 3	 -0.002	 -0.007	 00497.bin	
498	 409.130	 1	 1	 1-1	 3	 -0.006	 0.003	 00498.bin	
499	 409.517	 1	 1	 1-1	 3	 -0.004	 -0.007	 00499.bin	
500	 409.905	 1	 1	 1-1	 3	 0.002	 -0.003	 00500.bin	
501	 432.689	 -1	 1	 1-1	 3	 0.014	 0.010	 00501.bin	
502	 433.075	 -1	 1	 1-1	 3	 0.010	 -0.010	 00502.bin	
503	 433.462	 -1	 1	 1-1	 3	 0.000	 -0.000	 00503.bin	
504	 433.849	 -1	 1	 1-1	 3	 -0.010	 0.004	 00504.bin	
505	 434.236	 -1	 1	 1-1	 3	 0.006	 -0.003	 00505.bin	
506	 434.623	 -1	 1	 1-1	 3	 -0.010	 -0.009	 00506.bin	
507	 435.010	 -1	 1	 1-1	 3	 -0.001	 0.004	 00507.bin	
508	 435.397	 -1	 1	 1-1	 3	 0.006	 0.009	 00508.bin	
509	 435.784	 -1	 1	 1-1	 3	 0.012	 0.004	 00509.bin	
510	 436.171	 -1	 1	 1-1	 3	 0.015	 -0.002	 00510.bin	
511	 436.558	 -1	 1	 1-1	 3	 0.017	 -0.003	 00511.bin	
512	 436.945	 -1	 1	 1-1	 3	 0.018	 -0.004	 00512.bin	
513	 437.332	 -1	 1	 1-1	 3	 0.008	 -0.007	 00513.bin	
514	 437.719	 -1	 1	 1-1	 3	 0.015	 -0.000	 00514.bin	
515	 438.106	 -1	 1	 1-1	 3	 0.005	 0.003	 00515.bin	
516	 438.493	 -1	 1	 1-1	 3	 0.006	 0.008	 00516.bin	
517	 438.880	 -1	 1	 1-1	 3	 -0.000	 -0.008	 00517.bin	
518	 439.267	 -1	 1	 1-1	 3	 -0.003	 0.013	 00518.bin	
519	 439.654	 -1	 1	 1-1	 3	 0.008	 0.004	 00519.bin	
520	 440.041	 -1	 1	 1-1	 3	 0.001	 0.005	 00520.bin	
521	 440.428	 -1	 1	 1-1	 3	 -0.001	 0.001	 00521.bin	
522	 440.815	 -1	 1	 1-1	 3	 0.018	 0.005	 00522.bin	
523	 441.202	 -1	 1	 1-1	 3	 -0.006	 0.007	 00523.bin	
524	 441.589	 -1	 1	 1-1	 3	 0.005	 0.006	 00524.bin	
525	 441.976	 -1	 1	 1-1	 3	 0.010	 0.005	 00525.bin	
526	 442.363	 -1	 1	 1-1	 3	 0.011	 0.004	 00526.bin	
527	 442.749	 -1	 1	 1-1	 3	 -0.004	 0.007	 00527.bin	
528	 443.137	 -1	 1	 1-1	 3	 0.003	 0.006	 00528.bin	
529	 443.524	 -1	 1	 1-1	 3	 0.030	 -0.002	 00529.bin	
530	 443.911	 -1	 1	 1-1	 3	 0.006	 0.017	 00530.bin	
531	 444.298	 -1	 1	 1-1	 3	 0.024	 0.011	 00531.bin	
532	 444.685	 -1	 1	 1-1	 3	 -0.003	 -0.005	 00532.bin	
533	 445.072	 -1	 1	 1-1	 3	 0.002	 0.003	 00533.bin	
534	 445.459	 -1	 1	 1-1	 3	 0.004	 -0.009	 00534.bin	
535	 445.846	 -1	 1	 1-1	 3	 0.011	 0.006	 00535.bin	
536	 446.233	 -1	 1	 1-1	 3	 -0.009	 -0.008	 00536.bin	
537	 446.619	 -1	 1	 1-1	 3	 0.007	 -0.008	 00537.bin	
538	 447.007	 -1	 1	 1-1	 3	 -0.008	 0.004	 00538.bin	
539	 447.393	 -1	 1	 1-1	 3	 0.005	 0.009	 00539.bin	
540	 447.780	 -1	 1	 1-1	 3	 0.015	 0.004	 00540.bin	
541	 448.167	 -1	 1	 1-1	 3	 0.013	 0.013	 00541.bin	
542	 448.555	 -1	 1	 1-1	 3	 0.015	 -0.000	 00542.bin	
543	 448.942	 -1	 1	 1-1	 3	 0.003	 0.008	 00543.bin	
544	 449.329	 -1	 1	 1-1	 3	 0.001	 0.006	 00544.bin	
545	 449.715	 -1	 1	 1-1	 3	 0.018	 -0.005	 00545.bin	
546	 450.103	 -1	 1	 1-1	 3	 0.001	 0.000	 00546.bin	
547	 450.490	 -1	 1	 1-1	 3	 0.001	 0.002	 00547.bin	
548	 450.877	 -1	 1	 1-1	 3	 0.004	 0.008	 00548.bin	
549	 451.263	 -1	 1	 1-1	 3	 0.014	 0.014	 00549.bin	
550	 451.650	 -1	 1	 1-1	 3	 0.003	 0.008	 00550.bin	
551	 452.038	 -1	 1	 1-1	 3	 0.006	 -0.000	 00551.bin	
552	 452.424	 -1	 1	 1-1	 3	 -0.009	 -0.002	 00552.bin	
553	 452.810	 -1	 1	 1-1	 3	 0.004	 -0.004	 00553.bin	
554	 453.198	 -1	 1	 1-1	 3	 -0.003	 0.004	 00554.bin	
555	 453.585	 -1	 1	 1-1	 3	 0.017	 -0.006	 00555.bin	
556	 453.973	 -1	 1	 1-1	 3	 0.024	 0.010	 00556.bin	
557	 454.359	 -1	 1	 1-1	 3	 0.011	 0.009	 00557.bin	
558	 454.746	 -1	 1	 1-1	 3	 0.003	 0.005	 00558.bin	
559	 455.133	 -1	 1	 1-1	 3	 -0.002	 0.003	 00559.bin	
560	 455.520	 -1	 1	 1-1	 3	 0.024	 0.023	 00560.bin	
561	 455.907	 -1	 1	 1-1	 3	 0.009	 0.012	 00561.bin	
562	 456.295	 -1	 1	 1-1	 3	 0.003	 0.011	 00562.bin	
563	 456.681	 -1	 1	 1-1	 3	 -0.002	 -0.001	 00563.bin	
564	 457.068	 -1	 1	 1-1	 3	 -0.004	 0.001	 00564.bin	
565	 457.455	 -1	 1	 1-1	 3	 0.026	 0.012	 00565.bin	
566	 457.842	 -1	 1	 1-1	 3	 -0.007	 0.005	 00566.bin	
567	 458.229	 -1	 1	 1-1	 3	 0.020	 0.004	 00567.bin	
568	 458.616	 -1	 1	 1-1	 3	 0.016	 0.008	 00568.bin	
569	 459.003	 -1	 1	 1-1	 3	 0.009	 0.001	 00569.bin	
570	 459.390	 -1	 1	 1-1	 3	 0.001	 0.013	 00570.bin	
571	 459.777	 -1	 1	 1-1	 3	 -0.001	 0.009	 00571.bin	
572	 460.164	 -1	 1	 1-1	 3	 -0.000	 0.015	 00572.bin	
573	 460.551	 -1	 1	 1-1	 3	 -0.009	 0.003	 00573.bin	
574	 460.938	 -1	 1	 1-1	 3	 0.006	 -0.011	 00574.bin	
575	 461.325	 -1	 1	 1-1	 3	 0.013	 -0.010	 00575.bin	
576	 461.712	 -1	 1	 1-1	 3	 0.013	 -0.008	 00576.bin	
577	 462.099	 -1	 1	 1-1	 3	 0.007	 0.002	 00577.bin	
578	 462.486	 -1	 1	 1-1	 3	 0.021	 0.009	 00578.bin	
579	 462.873	 -1	 1	 1-1	 3	 0.012	 0.004	 00579.bin	
580	 463.260	 -1	 1	 1-1	 3	 0.015	 0.009	 00580.bin	
581	 463.647	 -1	 1	 1-1	 3	 0.013	 0.010	 00581.bin	
582	 464.034	 -1	 1	 1-1	 3	 -0.012	 0.008	 00582.bin	
583	 464.421	 -1	 1	 1-1	 3	 0.009	 0.001	 00583.bin	
584	 464.808	 -1	 1	 1-1	 3	 -0.001	 -0.004	 00584.bin	
585	 465.195	 -1	 1	 1-1	 3	 0.001	 -0.002	 00585.bin	
586	 465.582	 -1	 1	 1-1	 3	 0.005	 0.009	 00586.bin	
587	 465.969	 -1	 1	 1-1	 3	 0.012	 -0.001	 00587.bin	
588	 466.356	 -1	 1	 1-1	 3	 -0.005	 -0.004	 00588.bin	
589	 466.743	 -1	 1	 1-1	 3	 0.020	 -0.002	 00589.bin	
590	 467.130	 -1	 1	 1-2	 3	 0.014	 -0.011	 00590.bin	
591	 467.517	 -1	 1	 1-1	 3	 0.010	 0.002	 00591.bin	
592	 467.903	 -1	 1	 1-1	 3	 0.021	 0.019	 00592.bin	
593	 468.291	 -1	 1	 1-1	 3	 -0.004	 0.011	 00593.bin	
594	 468.678	 -1	 1	 1-1	 3	 0.002	 0.008	 00594.bin	
595	 469.065	 -1	 1	 1-1	 3	 -0.002	 0.009	 00595.bin	
596	 469.452	 -1	 1	 1-1	 3	 0.025	 -0.011	 00596.bin	
597	 469.839	 -1	 1	 1-1	 3	 -0.002	 0.005	 00597.bin	
598	 470.226	 -1	 1	 1-1	 3	 0.006	 0.004	 00598.bin	
599	 470.613	 -1	 1	 1-1	 3	 0.016	 0.006	 00599.bin	
600	 471.001	 -1	 1	 1-1	 3	 0.004	 0.011	 00600.bin	
601	 494.242	 1	 1	 1-1	 4	 -0.015	 -0.010	 00601.bin	
602	 494.628	 1	 1	 1-1	 4	 -0.014	 -0.005	 00602.bin	
603	 495.015	 1	 1	 1-1	 4	 -0.034	 0.011	 00603.bin	
604	 495.403	 1	 1	 1-1	 4	 -0.007	 -0.002	 00604.bin	
605	 495.789	 1	 1	 1-1	 4	 -0.010	 -0.005	 00605.bin	
606	 496.176	 1	 1	 1-4	 4	 0.002	 -0.003	 00606.bin	
607	 496.563	 1	 1	 1-1	 4	 0.004	 -0.006	 00607.bin	
608	 496.950	 1	 1	 1-1	 4	 -0.010	 -0.001	 00608.bin	
609	 497.337	 1	 1	 1-4	 4	 0.001	 0.007	 00609.bin	
610	 497.724	 1	 1	 1-4	 4	 -0.017	 0.001	 00610.bin	
611	 498.111	 1	 1	 1-4	 4	 -0.018	 -0.007	 00611.bin	
612	 498.498	 1	 1	 1-4	 4	 -0.018	 -0.005	 00612.bin	
613	 498.886	 1	 1	 1-4	 4	 0.002	 -0.002	 00613.bin	
614	 499.272	 1	 1	 1-4	 4	 -0.014	 -0.003	 00614.bin	
615	 499.659	 1	 0	 Not assigned	 4	 0.003	 -0.001	 00615.bin	
616	 500.046	 1	 0	 Not assigned	 4	 -0.018	 0.002	 00616.bin	
617	 500.434	 1	 1	 1-4	 4	 -0.023	 -0.007	 00617.bin	
618	 500.820	 1	 1	 1-1	 4	 -0.008	 -0.009	 00618.bin	
619	 501.207	 1	 1	 1-4	 4	 -0.015	 0.002	 00619.bin	
620	 501.594	 1	 1	 1-1	 4	 -0.012	 -0.010	 00620.bin	
621	 501.980	 1	 1	 1-1	 4	 -0.001	 0.004	 00621.bin	
622	 502.367	 1	 1	 1-1	 4	 -0.003	 -0.010	 00622.bin	
623	 502.755	 1	 1	 1-1	 4	 -0.009	 -0.011	 00623.bin	
624	 503.142	 1	 1	 1-1	 4	 0.006	 -0.003	 00624.bin	
625	 503.529	 1	 1	 1-1	 4	 -0.018	 -0.001	 00625.bin	
626	 503.916	 1	 1	 1-1	 4	 -0.006	 -0.011	 00626.bin	
627	 504.303	 1	 1	 1-1	 4	 -0.004	 0.016	 00627.bin	
628	 504.690	 1	 1	 1-4	 4	 -0.011	 -0.000	 00628.bin	
629	 505.077	 1	 1	 1-1	 4	 -0.004	 0.006	 00629.bin	
630	 505.463	 1	 1	 1-1	 4	 -0.007	 0.006	 00630.bin	
631	 505.851	 1	 1	 1-4	 4	 -0.001	 0.013	 00631.bin	
632	 506.238	 1	 1	 1-4	 4	 -0.008	 -0.007	 00632.bin	
633	 506.624	 1	 0	 Not assigned	 4	 -0.006	 0.009	 00633.bin	
634	 507.012	 1	 0	 Not assigned	 4	 -0.001	 0.004	 00634.bin	
635	 507.399	 1	 1	 1-4	 4	 -0.005	 -0.001	 00635.bin	
636	 507.786	 1	 1	 1-4	 4	 0.002	 0.001	 00636.bin	
637	 508.173	 1	 1	 1-4	 4	 -0.005	 -0.005	 00637.bin	
638	 508.560	 1	 0	 Not assigned	 4	 -0.014	 0.003	 00638.bin	
639	 508.947	 1	 1	 1-4	 4	 -0.008	 0.001	 00639.bin	
640	 509.334	 1	 1	 1-4	 4	 0.003	 -0.006	 00640.bin	
641	 509.721	 1	 1	 1-1	 4	 -0.003	 0.004	 00641.bin	
642	 510.108	 1	 1	 1-4	 4	 -0.001	 0.005	 00642.bin	
643	 510.495	 1	 1	 1-4	 4	 -0.012	 0.001	 00643.bin	
644	 510.882	 1	 1	 1-4	 4	 -0.012	 0.000	 00644.bin	
645	 511.269	 1	 1	 1-1	 4	 -0.014	 0.002	 00645.bin	
646	 511.656	 1	 1	 1-1	 4	 -0.009	 -0.005	 00646.bin	
647	 512.042	 1	 1	 1-1	 4	 -0.008	 -0.002	 00647.bin	
648	 512.430	 1	 1	 1-1	 4	 0.003	 -0.007	 00648.bin	
649	 512.817	 1	 1	 1-4	 4	 0.004	 -0.006	 00649.bin	
650	 513.204	 1	 1	 1-1	 4	 0.019	 0.002	 00650.bin	
651	 513.591	 1	 1	 1-2	 4	 0.010	 0.000	 00651.bin	
